2.0000000E+00,1.3795917E+00,-2.9919728E-02,1.0017901E+00,4.5410802E-01,-8.2207946E-01,1.8313460E+00,-1.1686158E+00,-8.4246675E-01,1.4161615E-01,3.3677219E-01
1.0000000E+00,1.1877515E+00,4.4633815E-01,3.3708606E-01,7.7438183E-01,-7.1626397E-02,3.3251588E-01,1.9795753E+00,-1.1733273E+00,3.8553948E-01,-4.0280618E-01
2.0000000E+00,-9.9010102E-01,-9.2440925E-01,1.4176776E+00,-4.2754913E-01,2.8939391E+00,1.2271179E+00,-1.5054224E-01,2.2766793E+00,5.7057923E-01,-5.4763933E-01
2.0000000E+00,-1.1261711E+00,-1.2762153E+00,1.1922342E+00,-1.1784476E+00,-1.1823757E+00,1.8202554E+00,-5.4650950E-01,1.5276816E+00,1.0391562E+00,-3.8891839E-01
2.0000000E+00,-1.6354353E+00,2.6099886E-01,7.1379209E-02,-1.3330726E-01,-7.1782301E-01,1.5565042E+00,-2.3189784E-01,2.2098904E-01,2.9072918E-01,-1.3922393E+00
2.0000000E+00,4.8971343E-01,1.3289814E+00,6.5006411E-02,-9.1539900E-01,-8.7193946E-01,-7.3326880E-01,1.5488852E+00,-1.0507308E-02,-1.4357782E+00,-8.9783871E-02
2.0000000E+00,-5.3183277E-02,9.8688469E-01,-7.4573321E-01,5.0360911E-01,8.8924762E-02,-8.8671598E-01,-2.1955861E+00,-9.7509333E-01,2.4889128E+00,1.2754763E-01
2.0000000E+00,-2.5718054E-01,-1.2062661E+00,1.1649784E+00,-1.2401820E-01,-5.8910387E-01,7.3453190E-02,-1.7097095E+00,-2.4671661E-02,4.5466051E-01,1.2828379E+00
2.0000000E+00,-5.9109842E-01,8.0648963E-01,-3.0355994E+00,8.9437827E-01,1.9086938E-01,-5.1090314E-01,-3.4125346E-01,-8.7819683E-02,-7.6065952E-01,-1.6353202E+00
2.0000000E+00,7.0532238E-01,-5.2157299E-01,8.1751749E-01,1.2887330E+00,-1.1295107E+00,-2.5269010E-01,-1.4543446E+00,7.4551404E-01,-2.9732357E-01,-1.4394952E+00
1.0000000E+00,8.0247980E-01,6.9189238E-02,-1.0398394E+00,6.2550539E-01,6.8070075E-01,3.2779330E-01,8.7328427E-02,-6.4761205E-01,4.0320050E-01,5.4586832E-01
2.0000000E+00,-4.2350577E-01,-1.7038710E+00,1.8328941E+00,1.2797996E+00,8.5681442E-01,-1.4907994E+00,-2.5919742E+00,-1.2080996E+00,3.9254990E-01,-1.1714649E+00
1.0000000E+00,-9.7429203E-01,9.3097939E-02,-1.6198980E+00,2.1355670E+00,-7.2614216E-01,2.1442430E-02,8.8614791E-02,-7.0003228E-01,-8.2322743E-01,-3.2168513E-01
2.0000000E+00,2.3214054E+00,2.6759867E-01,-4.5690492E-01,8.9391967E-01,-8.9497378E-02,-1.0923900E+00,9.3697400E-03,-1.8132251E-01,-3.9106492E-01,-3.3985282E-01
2.0000000E+00,1.0376943E+00,2.4205666E+00,3.0722340E-01,1.3438966E+00,3.3163145E-01,-1.3429555E+00,-4.6998749E-01,-1.1064157E+00,1.1793048E-02,2.1196239E-01
2.0000000E+00,-2.2979757E-01,5.0038301E-01,-9.7843325E-01,-1.0886085E+00,-1.9895610E-01,-1.7230949E+00,2.4137187E-02,1.4117678E+00,4.6938080E-01,-1.4180707E-01
2.0000000E+00,-2.1314030E-01,-1.2798931E+00,8.9953541E-01,-1.3614679E+00,-3.0723504E-01,-2.0497236E-01,-5.2199255E-01,3.8875111E-01,-1.3254112E+00,1.9715520E-01
2.0000000E+00,-1.3468243E+00,-3.2504761E-01,5.7421743E-01,9.6113454E-01,-3.2265758E-01,-1.3044757E+00,-1.0956802E+00,-1.7378919E+00,-5.3461916E-02,-1.5158431E+00
